n_cities,actual_log_time,pred_lineal,pred_rf,error_lineal_abs,error_rf_abs,error_lineal_pct,error_rf_pct
66,1.1155630127343283,3.022061238551003,-0.22134842914054648,1.9064982258166745,1.3369114418748749,170.9000929623603,119.84185802270414
67,1.1336084597107694,3.0931416566860497,-0.25675291832602304,1.9595331969752803,1.3903613780367925,172.85802520168548,122.64917098373908
68,1.151386556981271,3.164606887018211,-0.23908659017215744,2.01322033003694,1.3904731471534284,174.8518182560028,120.76510175687648
69,1.168905110795558,3.2756739886451376,-0.22328165905931827,2.1067688778495794,1.3921867698548762,180.23437988184605,119.10177797985267
70,1.1861715904193113,3.3475265114757162,-0.2434669934551114,2.1613549210564047,1.4296385838744228,182.2126696098299,120.52544466766786
71,1.2031931472554658,3.4261211873397963,-0.2419257679326559,2.2229280400843305,1.4451189151881216,184.7523853634741,120.1069768793563
72,1.2199766326282295,3.515577781119614,-0.23120203760366617,2.295601148491384,1.4511786702318956,188.16763264931615,118.95134967508199
73,1.2365286143404932,3.6124495274667856,-0.2376293696725929,2.3759209131262926,1.474157984013086,192.1444344733986,119.21745820652386
74,1.2528553921047785,3.6757571345631694,-0.23908659017215744,2.422901742458391,1.491941982276936,193.39037511647314,119.08333489074869
75,1.2689630119384576,3.783550023232002,-0.22554825020093283,2.5145870112935444,1.4945112621393903,198.16078070331474,117.77421785181801
76,1.2848572796055595,3.830146388082765,-0.26135021882431475,2.5452891084772054,1.5462074984298741,198.0989755732705,120.34079761018648
77,1.3005437731799494,3.930309177579831,-0.24050617905240668,2.6297654043998815,1.5410499522323562,202.20506672911617,118.4927400378341
78,1.3160278547979125,4.025053027665686,-0.2169511693196684,2.709025172867774,1.532979024117581,205.84861961632024,116.48530223191842
79,1.3313146816621009,4.1103088600821005,-0.25861084894477476,2.7789941784199996,1.5899255306068756,208.74059429364365,119.4252232403768
80,1.3464092163533552,4.179592600161143,-0.23749276248556261,2.8331833838077882,1.583901978838918,210.42513296821048,117.63897332259752
81,1.3613162365019862,4.28030593854443,-0.21695963002610502,2.9189897020424436,1.5782758665280912,214.42407162813447,115.9374893363206
82,1.376040343865682,4.371199243735994,-0.2414093880704857,2.9951588998703116,1.6174497319361678,217.66504980922815,117.5437725461086
83,1.3905859728571983,4.433330697483807,-0.23908659017215744,3.0427447246266093,1.6296725630293558,218.81025582149132,117.1932260815858
84,1.40495739856137,4.540669730811947,-0.22554825020093283,3.135712332250577,1.6305056487623029,223.1891397889675,116.05374301255588
85,1.4191587442777087,4.54665338211903,-0.2679333173324769,3.127494637841321,1.6870920616101857,220.37665979594712,118.87972845975337
86,1.4331939886218832,4.690354730520728,-0.24050617905240668,3.2571607418988444,1.6737001676742898,227.26586685106275,116.78113227949484
87,1.4470669722166811,4.804242826714756,-0.23380620956486323,3.3571758544980748,1.6808731817815443,231.99865099231752,116.1572487005704
88,1.4607814040006035,4.850189387441204,-0.2450339380827348,3.3894079834406003,1.7058153420833384,232.0270489587366,116.77416877101987
89,1.47434086718002,4.9405743627488095,-0.2401271437848642,3.4662334955687895,1.7144680109648842,235.10394188547954,116.28708456302623
90,1.4877488248487778,5.043730416821184,-0.2197465259542326,3.5559815919724063,1.7074953508030104,239.01760381722056,114.77040494228376
91,1.5010086252973176,5.148050754395456,-0.2634611427710015,3.6470421290981383,1.7644697680683192,242.9727629563579,117.5522737398538
92,1.514123507031656,5.19476840079571,-0.24438591042561197,3.680644893764054,1.758509417457268,243.0874942942882,116.14042112751521
93,1.5270966035210545,5.288506150485067,-0.2306921690897009,3.7614095469640123,1.7577887726107553,246.31117234438616,115.10658648298933
94,1.5399309476917868,5.37574140744289,-0.23485794068552168,3.835810459751103,1.7747888883773086,249.0897702588954,115.25119947992162
95,1.5526294761831312,5.445222112043302,-0.24050617905240668,3.892592635860171,1.7931356552355378,250.70969574978255,115.49024946013837
96,1.5651950333805171,5.545720970145302,-0.22332456482975627,3.980525936764785,1.7885195982102733,254.31501198720406,114.2681621182645
97,1.577630375239695,5.602024528625093,-0.25691512125847804,4.024394153385398,1.8345454964981731,255.09106673823757,116.28487415624487
98,1.5899381729147812,5.703855358302505,-0.2401271437848642,4.113917185387724,1.8300653166996455,258.7469912648122,115.10292336365804
99,1.602121016202128,5.811076678217766,-0.22828762008047285,4.208955662015638,1.8304086362826009,262.71146932415155,114.24908716456608
100,1.6141814168111288,5.848827331758038,-0.26013005009361545,4.234645914946909,1.8743114669047443,262.3401478201006,116.11529208454843
110,2.409820236938733,6.713141685933035,-0.24050617905240668,4.303321448994302,2.6503264159911395,178.57437592361413,109.98025393619938
114,2.4508960283159817,7.071146570033884,-0.23003278121015608,4.620250541717902,2.680928809526138,188.51271079387607,109.38566053200603
118,2.49055512744548,7.393246908484867,-0.2371245318271363,4.902691781039387,2.7276796592726162,196.85136566593465,109.52095094037733
122,2.528892007636588,7.7266281075047605,-0.24033194024606108,5.197736099868172,2.769223947882649,205.53412657291722,109.50344813144734
126,2.565991996283127,8.074070049751164,-0.2206802470473917,5.5080780534680365,2.7866722433305187,214.65686804349193,108.60019233758523
130,2.60193241860012,8.365285635869277,-0.2658977428231821,5.763353217269158,2.867830161423302,221.50280215079263,110.21924093502162
134,2.636783567980727,8.734149655268883,-0.24438591042561197,6.097366087288156,2.8811694784063393,231.242569975418,109.26833409435895
138,2.670609533586823,9.089942579108879,-0.21695963002610502,6.419333045522055,2.887569163612928,240.3695847254924,108.12397422002431
142,2.703468909660248,9.41513563099881,-0.24852788908525408,6.7116667213385615,2.951996798745502,248.2612874650012,109.19292573320132
146,2.735415406277653,9.747082637455,-0.24154673266511342,7.011667231177347,2.9769621389427665,256.32915626218573,108.83034920804991
150,2.766498377538513,10.100253147100997,-0.2206802470473917,7.333754769562484,2.9871786245859044,265.0915984302033,107.97687968440964
154,2.79676328022889,10.425328421350963,-0.2458371704797201,7.628565141122073,3.04260045070861,272.76406248074534,108.79006000320486
158,2.8262520736614665,10.760718148689781,-0.24296632154536268,7.934466075028315,3.0692183952068293,280.7416277186151,108.59676756399845
162,2.855003569518868,11.100258581386461,-0.22332456482975627,8.245255011867593,3.078328134348624,288.8001647317416,107.82221665899323
166,2.8830537390196382,11.428335293463192,-0.237019438661345,8.545281554443553,3.1200731776809834,296.3968877440805,108.22112454767985
170,2.910435983505796,11.76774638640305,-0.24154673266511342,8.857310402897255,3.1519827161709095,304.329332549967,108.29933157898068
174,2.937181373557666,12.11898674716217,-0.21832085425943842,9.181805373604504,3.1555022278171045,312.60600575316283,107.43300554146566
178,2.9633188609291303,12.447886981861124,-0.237019438661345,9.484568120931995,3.2003382995904754,320.0657292060081,107.99844531705335
182,2.988875466928343,12.77890093584529,-0.23908659017215744,9.790025468916946,3.2279620571005,327.5487914181357,107.99921551826532
186,3.013876450317164,13.134211013031734,-0.2206802470473917,10.120334562714572,3.2345566973645554,335.7912883804365,107.32213979853648
190,3.038345457344669,13.470205262533913,-0.251218607690788,10.431859805189244,3.289564065035457,343.3401484999689,108.26827005742585
194,3.0623046561485965,13.793886850104935,-0.23908659017215744,10.731582193956339,3.3013912463207538,350.4413635791956,107.80740706814103
198,3.0857748574393384,14.149570584496784,-0.2197465259542326,11.063795727057446,3.305521383393571,358.5418975199795,107.12127540427834
202,3.1087756231129924,14.454108596715145,-0.25313815300686804,11.345332973602153,3.3619137761198603,364.94537879325725,108.14269615101351
206,3.1313253642139216,14.805452582419342,-0.24400687515806946,11.67412721820542,3.375332239371991,372.81744502255066,107.7924471837606
210,3.1534414294760063,15.156426567087314,-0.22332456482975627,12.002985137611308,3.3767659943057624,380.631300946845,107.08193159201518
214,3.175140185509384,15.462794248265295,-0.25762513503541,12.28765406275591,3.432765320544794,386.995639399922,108.11381923264844
218,3.196437089561157,15.81949429981191,-0.24438591042561197,12.623057210250753,3.440822999986769,394.9102346320161,107.64557235378483
222,3.217346755660341,16.169280480168066,-0.21695963002610502,12.951933724507725,3.434306385686446,402.5656762585859,106.74343322318005
226,3.2378830148560303,16.486793341531193,-0.2586132268366664,13.248910326675162,3.4964962416926966,409.18434254377354,107.98710841775628
230,3.2580589701706675,16.823713866422196,-0.23908659017215744,13.565654896251528,3.4971455603428248,416.3722946838165,107.33831377397178
234,3.2778870468152137,17.184585249038385,-0.21695963002610502,13.906698202223172,3.494846676841319,424.25800534325555,106.61888670742643
238,3.297379038148169,17.455526353120334,-0.26871354213623044,14.158147314972165,3.5660925802843995,429.37579062562,108.14930704136283
242,3.3165461478041127,17.84142156632416,-0.24296632154536268,14.524875418520049,3.5595124693494755,437.95185627484716,107.32588393821176
246,3.335399028368604,18.18837527815344,-0.22332456482975627,14.852976249784836,3.5587235931983603,445.31332303738355,106.69558763225365
250,3.353947816933713,18.50325494940536,-0.26390347844832257,15.149307132471646,3.6178512953820356,451.68583291560066,107.86844318554698
254,3.372202167831315,18.851608002625913,-0.2419257679326559,15.479405834794598,3.614127935763971,459.0295914775923,107.17411815461348
258,3.390171282808773,19.195671869503816,-0.2169511693196684,15.805500586695043,3.6071224521284413,466.215399406018,106.39941617167861
262,3.4078639388831244,19.55122296625502,-0.24552476522611877,16.143359027371893,3.6533887041092434,473.7090246819723,107.20465281564574
266,3.4252885140848544,19.862507935466418,-0.23908659017215744,16.437219421381563,3.6643751042570116,479.8783913761246,106.98004238735011
270,3.442453011280267,20.213722859681223,-0.2210579736881417,16.771269848400955,3.6635109849684087,487.18950682680867,106.4215247953647
274,3.459365080242013,20.55352152821473,-0.24366526805482713,17.09415644797272,3.7030303482968403,494.1414407402422,107.04364131575788
278,3.476032038120138,20.875286387663703,-0.24050617905240668,17.399254349543565,3.7165382171725447,500.54930906083365,106.91898625832212
282,3.492460888450745,21.21958330198651,-0.21923210217692113,17.727122413535767,3.711692990627666,507.5825608286057,106.27729584322338
286,3.5086583388258923,21.54662091593496,-0.25329193422625823,18.037962577109067,3.7619502730521504,514.098576584266,107.21905383101557
290,3.524630817336289,21.884326658716958,-0.2401271437848642,18.35969584138067,3.7647579611211532,520.8969901493359,106.81283108017364
294,3.5403844878876667,22.236433094987618,-0.22332456482975627,18.69604860709995,3.763709052717423,528.0796103096347,106.30791840812184
298,3.5559252644821657,22.570562336746534,-0.237019438661345,19.014637072264367,3.792944703143511,534.7310659813147,106.66547863164557
302,3.978884644824804,22.89533004203766,-0.23908659017215744,18.916445397212854,4.217971234996962,475.420804717644,106.00888468790191
306,3.99335853759126,23.24864262991201,-0.22332456482975627,19.25528409232075,4.216683102421016,482.18270188018926,105.59239954858806
